"","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleCondition","GarageYrBlt","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","LotFrontage","MasVnrArea","Electrical","MoSold","YrSold","SalePrice","t"
"1269","RL","IR1","Lvl","Crawfor","1Fam","1.5Fin","Stucco","Stucco","TA","CBlock","TA","Mn","Rec","Ex","Y","Gd","Typ","Gd","BuiltIn","Unf","TA","TA","Y","Normal","1982",50,14100,8,9,1935,1997,192,536,728,1968,1479,3447,0,3,1,4,1,11,2,3,1014,314,12,90,632,"SBrkr",5,2008,381000,May 2008
"1270","RL","Reg","Lvl","NAmes","1Fam","1.5Fin","MetalSd","MetalSd","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1958",50,11344,5,5,1958,1958,460,414,874,874,650,1524,0,1,1,3,1,7,0,1,315,0,0,78,180,"FuseA",7,2007,144000,Jul 2007
"1271","RL","Reg","Low","ClearCr","1Fam","1Story","Plywood","Plywood","Gd","PConc","Gd","Gd","GLQ","TA","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1979",40,23595,7,6,1979,1979,1258,74,1332,1332,192,1524,2,0,1,0,1,4,1,2,586,268,0,90,0,"SBrkr",4,2010,260000,Apr 2010
"1272","RL","IR1","Lvl","NWAmes","1Fam","1Story","BrkFace","BrkFace","TA","CBlock","TA","No","Unf","Gd","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","1968",20,9156,6,7,1968,1968,0,1489,1489,1489,0,1489,0,2,0,3,1,7,1,2,462,0,0,80,0,"SBrkr",8,2009,185750,Aug 2009
"1273","RL","IR1","Lvl","Sawyer","1Fam","1Story","HdBoard","Plywood","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1965",20,13526,5,6,1965,1965,560,0,935,935,0,935,1,1,0,3,1,5,0,1,288,180,0,40,114,"SBrkr",11,2006,137000,Nov 2006
"1274","RL","IR1","Lvl","Edwards","1Fam","SLvl","Plywood","Plywood","TA","CBlock","TA","Av","ALQ","Gd","Y","Ex","Typ","Gd","Basment","RFn","TA","TA","Y","Normal","1959",80,11512,6,7,1959,2006,719,300,1019,1357,0,1357,1,1,0,2,1,5,1,1,312,0,0,124,84,"SBrkr",5,2008,177000,May 2008
"1275","RL","Reg","Lvl","Crawfor","1Fam","1.5Fin","Wd Sdng","Wd Shng","TA","PConc","TA","No","Unf","Ex","Y","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Normal","1985",50,5362,5,6,1910,2003,0,661,661,661,589,1250,0,2,0,3,1,8,1,2,552,242,0,53,0,"SBrkr",11,2007,139000,Nov 2007
"1276","RL","Reg","Lvl","NAmes","Duplex","2Story","AsbShng","AsbShng","TA","CBlock","TA","No","Rec","Gd","Y","TA","Typ","None","Detchd","Unf","TA","Fa","Y","Normal","1948",90,11345,5,5,1948,1950,220,708,928,928,992,1920,0,2,0,4,2,10,0,2,400,0,0,95,567,"FuseA",7,2007,137000,Jul 2007
"1277","RL","IR1","Lvl","NWAmes","1Fam","2Story","HdBoard","Plywood","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1972",60,12936,6,6,1972,1972,593,130,723,735,660,1395,0,1,1,3,1,6,1,2,497,294,116,46,0,"SBrkr",12,2009,162000,Dec 2009
"1278","RL","IR1","Lvl","NWAmes","1Fam","SLvl","HdBoard","HdBoard","TA","CBlock","Gd","Av","ALQ","Fa","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","1967",80,17871,6,5,1967,1976,528,1152,1680,1724,0,1724,1,1,1,3,1,7,1,2,480,0,0,48,359,"SBrkr",6,2009,197900,Jun 2009
"1279","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2002",60,9473,8,5,2002,2002,804,324,1128,1128,903,2031,1,2,1,3,1,7,1,2,577,0,211,75,0,"SBrkr",3,2008,237000,Mar 2008
"1280","C (all)","Reg","Lvl","IDOTRR","1Fam","1.5Fin","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","TA","Y","TA","Typ","None","Detchd","RFn","TA","TA","Y","Abnorml","1980",50,7500,4,4,1920,1950,0,698,698,698,430,1128,0,1,0,2,1,6,0,2,528,30,0,60,0,"FuseA",4,2010,68400,Apr 2010
"1281","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2002",20,9808,7,5,2002,2002,788,785,1573,1573,0,1573,1,2,0,3,1,6,0,2,544,0,72,67,110,"SBrkr",3,2009,227000,Mar 2009
"1282","RL","IR1","Lvl","Timber","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","Gd","No","ALQ","TA","Y","TA","Typ","TA","Attchd","Fin","Gd","Gd","Y","Normal","1990",20,8049,7,5,1990,1990,1053,256,1309,1339,0,1339,1,2,0,2,1,6,1,2,484,0,58,50,54,"SBrkr",7,2006,180000,Jul 2006
"1283","RL","IR1","Lvl","CollgCr","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","Gd","Mn","LwQ","TA","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1977",20,8800,5,7,1977,2008,532,364,1040,1040,0,1040,0,2,0,3,1,5,0,2,484,0,0,61,0,"SBrkr",9,2009,150500,Sep 2009
"1284","RL","Reg","Low","Mitchel","Duplex","2Story","MetalSd","Wd Shng","TA","CBlock","TA","Av","Unf","TA","Y","TA","Typ","None","None","None","None","None","Y","Normal","None",90,9400,6,5,1971,1971,0,912,912,912,912,1824,0,2,2,4,2,8,0,0,0,128,0,94,0,"SBrkr",4,2010,139000,Apr 2010
"1285","RL","Reg","Lvl","SWISU","1Fam","1.5Fin","Wd Sdng","Wd Shng","TA","PConc","TA","No","Unf","Ex","Y","Gd","Min2","Gd","Detchd","Unf","TA","TA","Y","Normal","1969",50,9638,6,7,1919,1990,0,804,804,1699,748,2447,0,2,0,4,1,10,1,1,336,272,0,50,0,"SBrkr",3,2010,169000,Mar 2010
"1286","RM","Reg","Lvl","BrkSide","1Fam","1.5Fin","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","Ex","Y","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Normal","1939",50,6000,6,6,1939,1950,0,780,780,825,587,1412,0,1,0,4,1,6,1,1,280,45,0,50,0,"FuseF",5,2009,132500,May 2009
"1287","RL","Reg","Lvl","NWAmes","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","ALQ","TA","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1963",20,9790,6,5,1963,1963,569,678,1328,1328,0,1328,1,1,1,3,1,6,2,2,528,0,26,73,451,"SBrkr",6,2010,143000,Jun 2010
"1288","RL","IR1","Low","ClearCr","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","Av","Rec","Fa","Y","TA","Typ","None","Attchd","Unf","TA","TA","N","Normal","1964",20,36500,5,5,1964,1964,812,812,1624,1582,0,1582,0,2,0,4,1,7,0,2,390,168,198,174,621,"SBrkr",6,2006,190000,Jun 2006
"1289","RL","IR1","Lvl","StoneBr","TwnhsE","1Story","CemntBd","CmentBd","Gd","PConc","Gd","No","GLQ","Ex","Y","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","Normal","2000",120,5664,8,5,2000,2000,1158,343,1501,1659,0,1659,1,2,0,2,1,5,1,2,499,212,59,40,0,"SBrkr",10,2009,278000,Oct 2009
"1290","RL","IR1","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Mn","Unf","Ex","Y","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Partial","2006",60,11065,8,5,2006,2006,0,1085,1085,1120,850,1970,0,2,1,3,1,8,1,3,753,177,74,86,788,"SBrkr",10,2006,281000,Oct 2006
"1291","RL","IR1","Lvl","NAmes","1Fam","SLvl","Wd Sdng","HdBoard","TA","PConc","TA","Av","GLQ","TA","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","1964",80,14112,5,7,1964,1964,1014,138,1152,1152,0,1152,1,1,0,3,1,6,1,2,484,227,0,140,86,"SBrkr",4,2010,180500,Apr 2010
"1292","RM","Reg","Lvl","BrDale","Twnhs","2Story","CemntBd","CmentBd","TA","CBlock","TA","No","ALQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1972",160,1680,5,7,1972,1972,231,399,630,630,672,1302,0,2,1,3,1,6,0,1,264,185,0,21,268,"SBrkr",2,2009,119500,Feb 2009
"1293","RM","Reg","Lvl","OldTown","1Fam","2Story","Wd Sdng","Wd Sdng","TA","Stone","TA","No","Unf","TA","N","TA","Min2","None","Attchd","RFn","TA","TA","Y","Normal","1985",70,6600,5,4,1892,1965,0,994,994,1378,994,2372,0,2,0,4,2,11,0,1,432,0,287,60,0,"SBrkr",12,2009,107500,Dec 2009
"1294","RL","Reg","Lvl","NWAmes","1Fam","2Story","HdBoard","HdBoard","TA","PConc","Gd","No","GLQ","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1976",60,10140,7,5,1976,1976,194,638,832,832,832,1664,0,2,1,4,1,8,1,2,528,0,28,78,0,"SBrkr",3,2006,162900,Mar 2006
"1295","RL","Reg","Lvl","Edwards","1Fam","1Story","WdShing","Plywood","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","Normal","1957",20,8172,5,7,1955,1990,167,697,864,864,0,864,1,1,0,2,1,5,0,2,572,0,0,60,0,"SBrkr",4,2006,115000,Apr 2006
"1296","RL","Reg","Lvl","NAmes","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","Av","BLQ","Gd","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1968",20,8400,5,5,1968,1968,1016,36,1052,1052,0,1052,1,1,1,3,1,5,0,1,288,356,0,70,168,"SBrkr",11,2006,138500,Nov 2006
"1297","RL","Reg","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","Mn","ALQ","Gd","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1963",20,8700,5,6,1963,1963,776,344,1120,1128,0,1128,1,2,0,3,1,6,0,2,525,192,20,80,148,"SBrkr",12,2008,155000,Dec 2008
"1298","RM","Reg","Lvl","Edwards","TwnhsE","SFoyer","VinylSd","VinylSd","TA","PConc","Gd","Gd","GLQ","Gd","Y","TA","Typ","None","Basment","Fin","TA","TA","Y","Partial","2005",180,3675,6,5,2005,2006,547,0,547,1072,0,1072,1,2,0,2,1,5,0,2,525,0,44,35,82,"SBrkr",6,2006,140000,Jun 2006
"1299","RL","IR3","Bnk","Edwards","1Fam","2Story","Stucco","Stucco","Ex","PConc","Ex","Gd","GLQ","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2008",60,63887,10,5,2008,2008,5644,466,6110,4692,950,5642,2,2,1,3,1,12,3,2,1418,214,292,313,796,"SBrkr",1,2008,160000,Jan 2008
"1300","RL","Reg","Lvl","NAmes","1Fam","1Story","BrkFace","BrkFace","TA","CBlock","TA","No","LwQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1959",20,7500,5,7,1959,1994,340,0,1246,1246,0,1246,1,1,1,3,1,6,0,1,305,218,0,75,0,"SBrkr",5,2010,154000,May 2010
"1301","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1999",60,10762,7,5,1999,1999,694,284,978,1005,978,1983,0,2,1,3,1,9,1,2,490,0,0,92,344,"SBrkr",5,2009,225000,May 2009
"1302","RL","IR1","Bnk","Crawfor","1Fam","2Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","BLQ","Fa","Y","Gd","Typ","Gd","Attchd","Unf","TA","TA","P","Normal","1942",70,7500,6,7,1942,1950,547,224,771,753,741,1494,0,1,0,3,1,7,2,1,213,0,0,50,0,"SBrkr",11,2009,177500,Nov 2009
"1303","RL","Reg","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1994",60,10120,8,5,1994,1994,740,425,1165,1203,1323,2526,1,2,1,4,1,8,1,3,844,309,78,92,391,"SBrkr",12,2006,290000,Dec 2006
"1304","RL","Reg","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2005",20,8688,7,5,2005,2005,0,1616,1616,1616,0,1616,0,2,0,3,1,7,0,3,834,208,59,73,228,"SBrkr",4,2006,232000,Apr 2006
"1305","RM","Reg","Lvl","Edwards","TwnhsE","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Maj1","None","Detchd","Unf","TA","TA","Y","Normal","2004",160,3363,7,5,2004,2004,0,976,976,976,732,1708,0,2,0,3,1,7,0,2,380,0,40,32,117,"SBrkr",4,2006,130000,Apr 2006
"1306","RL","IR1","Lvl","NridgHt","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","No","GLQ","Ex","Y","Ex","Typ","Ex","Attchd","Fin","TA","TA","Y","Normal","2006",20,13173,9,5,2006,2007,1572,80,1652,1652,0,1652,1,2,0,2,1,6,2,2,840,404,102,108,300,"SBrkr",11,2009,325000,Nov 2009
"1307","RL","IR1","Lvl","NridgHt","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2005",120,6955,7,5,2005,2006,0,1368,1368,1368,0,1368,0,2,0,2,1,6,1,2,474,132,35,48,94,"SBrkr",9,2006,202500,Sep 2006
"1308","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","ALQ","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","2000",20,8072,5,5,1994,1995,746,244,990,990,0,990,1,1,0,3,1,5,0,2,480,0,64,60,0,"SBrkr",5,2009,138000,May 2009
"1309","RM","Reg","Lvl","OldTown","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1948",20,12000,5,7,1948,2005,144,172,924,1122,0,1122,1,1,0,2,1,6,0,2,528,0,36,100,0,"SBrkr",5,2008,147000,May 2008
"1310","RL","Reg","Lvl","SawyerW","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","Gd","No","GLQ","Gd","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1991",20,7153,6,5,1991,1991,1200,78,1278,1294,0,1294,1,2,0,3,1,6,0,2,496,112,51,71,88,"SBrkr",6,2008,179200,Jun 2008
"1311","RL","Reg","Lvl","Crawfor","1Fam","1Story","BrkFace","HdBoard","Gd","PConc","Gd","Av","GLQ","TA","Y","Ex","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1959",20,17500,7,8,1959,2002,1406,496,1902,1902,0,1902,1,2,0,3,1,7,2,2,567,0,207,100,0,"SBrkr",5,2010,335000,May 2010
"1312","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Partial","2005",20,8814,7,5,2005,2007,925,349,1274,1274,0,1274,1,2,0,3,1,6,0,2,508,264,98,68,80,"SBrkr",1,2007,203000,Jan 2007
"1313","RL","IR1","Lvl","NoRidge","1Fam","2Story","Wd Sdng","Wd Sdng","Gd","PConc","Ex","No","GLQ","Ex","Y","Gd","Typ","Ex","Attchd","RFn","Gd","Gd","Y","Normal","1990",60,9572,8,5,1990,1990,482,971,1453,1453,1357,2810,0,2,1,4,1,9,1,2,750,500,0,80,336,"SBrkr",6,2007,302000,Jun 2007
"1314","RL","IR1","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","1999",60,14774,9,5,1999,1999,0,1393,1393,1422,1177,2599,0,2,1,4,1,10,1,3,779,668,30,108,165,"SBrkr",5,2010,333168,May 2010
"1315","RL","Reg","Lvl","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Rec","Ex","Y","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Normal","1956",20,8190,4,6,1954,1954,732,216,948,948,0,948,1,1,0,3,1,5,1,1,280,0,36,60,0,"SBrkr",10,2007,119000,Oct 2007
"1316","RL","Reg","Lvl","NAmes","1Fam","2Story","HdBoard","HdBoard","TA","CBlock","Fa","Mn","ALQ","TA","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1969",60,11075,6,5,1969,1969,500,176,952,1092,1020,2112,0,2,1,4,1,9,2,2,576,280,0,85,0,"SBrkr",6,2008,206900,Jun 2008
"1317","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","Gd","Unf","Ex","Y","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2008",20,10226,8,5,2008,2008,0,1622,1622,1630,0,1630,1,2,0,3,1,8,1,3,860,172,42,61,270,"SBrkr",1,2009,295493,Jan 2009
"1318","FV","Reg","Lvl","Somerst","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Ex","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2006",120,4230,7,5,2006,2007,0,1352,1352,1352,0,1352,0,2,0,2,1,5,1,2,466,0,241,47,0,"SBrkr",4,2007,208900,Apr 2007
"1319","RL","IR2","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Gd","Unf","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","2001",20,14781,8,5,2001,2002,0,1753,1753,1787,0,1787,0,2,0,3,1,7,1,3,748,198,150,49,178,"SBrkr",8,2006,275000,Aug 2006
"1320","RL","Reg","Bnk","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","TA","PConc","TA","No","ALQ","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1954",20,10215,4,5,1954,1954,492,372,864,948,0,948,0,1,0,3,1,5,0,1,248,0,0,75,132,"SBrkr",2,2007,111000,Feb 2007
"1321","RL","Reg","Lvl","NAmes","1Fam","1Story","BrkFace","BrkFace","TA","CBlock","TA","No","ALQ","Gd","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","1957",20,8400,6,3,1957,1957,189,628,1478,1478,0,1478,1,1,1,3,1,6,2,2,442,114,0,70,0,"SBrkr",6,2009,156500,Jun 2009
"1322","RL","IR1","Lvl","BrkSide","1Fam","1Story","VinylSd","VinylSd","TA","CBlock","None","None","None","TA","N","TA","Typ","None","Detchd","Unf","TA","Fa","Y","Normal","1955",20,6627,3,6,1949,1950,0,0,0,720,0,720,0,1,0,2,1,4,0,1,287,0,0,64,0,"SBrkr",7,2008,72500,Jul 2008
"1323","RL","IR1","Lvl","NoRidge","1Fam","2Story","HdBoard","HdBoard","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1992",60,10186,7,5,1992,1992,674,76,750,1061,862,1923,1,2,1,3,1,8,1,2,564,240,39,107,0,"SBrkr",6,2010,190000,Jun 2010
"1324","RL","Reg","HLS","BrkSide","1Fam","1Story","VinylSd","VinylSd","Fa","CBlock","TA","No","LwQ","Gd","Y","Fa","Typ","None","None","None","None","None","Y","Normal","None",30,5330,4,7,1940,1950,280,140,420,708,0,708,0,1,0,2,1,5,0,0,0,164,0,50,0,"SBrkr",12,2009,82500,Dec 2009
"1325","RL","Reg","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","Av","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2007",20,9986,8,5,2006,2007,0,1795,1795,1795,0,1795,0,2,0,2,1,7,1,3,895,0,49,75,428,"SBrkr",2,2007,147000,Feb 2007
"1326","RM","Reg","Lvl","IDOTRR","1Fam","1Story","AsbShng","AsbShng","TA","BrkTil","TA","No","Unf","Fa","N","TA","Typ","None","None","None","None","None","N","Normal","None",30,3636,4,4,1922,1950,0,796,796,796,0,796,0,1,0,2,1,5,0,0,0,0,0,40,0,"SBrkr",1,2008,55000,Jan 2008
"1327","RH","Reg","Bnk","Edwards","1Fam","1Story","MetalSd","MetalSd","TA","BrkTil","TA","No","Rec","Ex","Y","Gd","Typ","None","None","None","None","None","Y","Normal","None",30,4270,3,6,1931,2006,544,0,544,774,0,774,0,1,0,3,1,6,0,0,0,0,0,70,0,"SBrkr",5,2007,79000,May 2007
"1328","RL","Reg","Lvl","Mitchel","1Fam","1Story","VinylSd","VinylSd","Gd","CBlock","TA","No","ALQ","Ex","Y","Gd","Typ","Ex","Attchd","Unf","TA","TA","Y","Normal","1982",20,6600,5,9,1982,2008,641,175,816,816,0,816,0,1,0,3,1,5,1,1,264,0,0,60,0,"SBrkr",10,2008,130500,Oct 2008
"1329","RM","Reg","Lvl","OldTown","1Fam","1.5Fin","BrkFace","Wd Sdng","Gd","BrkTil","Gd","No","LwQ","Ex","Y","TA","Mod","TA","Detchd","Unf","Fa","TA","Y","Normal","1920",50,10440,6,7,1920,1950,493,1017,1510,1584,1208,2792,0,2,0,5,1,8,2,2,520,0,547,60,0,"SBrkr",6,2008,256000,Jun 2008
"1330","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Gd","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1998",60,9084,7,5,1998,1998,0,935,935,955,677,1632,0,2,1,3,1,8,1,2,462,0,28,63,0,"SBrkr",6,2006,176500,Jun 2006
"1331","RL","Reg","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2006",20,10000,8,5,2006,2006,0,1588,1588,1588,0,1588,0,2,0,3,1,7,1,3,825,144,45,85,410,"SBrkr",12,2007,227000,Dec 2007
"1332","RL","IR1","Lvl","CollgCr","1Fam","SLvl","MetalSd","MetalSd","TA","CBlock","TA","Av","ALQ","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1976",80,10780,5,5,1976,1976,483,428,911,954,0,954,0,1,0,3,1,6,0,2,576,0,0,55,0,"SBrkr",7,2006,132500,Jul 2006
"1333","RL","Reg","Lvl","Edwards","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","Mn","ALQ","Ex","Y","TA","Typ","Gd","Detchd","Unf","Fa","Fa","Y","Normal","1958",20,8877,4,6,1938,1958,690,126,816,816,0,816,1,1,0,2,1,3,1,1,288,0,0,67,0,"SBrkr",5,2009,100000,May 2009
"1334","RM","Reg","Lvl","IDOTRR","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Unf","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1951",50,7200,5,6,1938,1995,0,803,803,803,557,1360,0,1,1,2,1,6,0,1,297,0,65,60,0,"SBrkr",7,2006,125500,Jul 2006
"1335","RM","Reg","Lvl","BrDale","TwnhsE","2Story","HdBoard","HdBoard","TA","CBlock","TA","No","LwQ","TA","Y","TA","Min1","None","Attchd","Unf","TA","TA","Y","Normal","1970",160,2368,5,6,1970,1970,765,0,765,765,600,1365,0,1,1,3,1,7,0,2,440,0,36,24,312,"SBrkr",5,2009,125000,May 2009
"1336","RL","Reg","Lvl","NWAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","Gd","No","ALQ","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1977",20,9650,6,5,1977,1977,686,664,1350,1334,0,1334,0,2,0,2,1,6,1,2,630,0,16,80,360,"SBrkr",4,2009,167900,Apr 2009
"1337","RL","IR1","Lvl","NWAmes","Duplex","1Story","Plywood","Plywood","TA","CBlock","TA","No","Unf","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1973",90,9246,5,5,1973,1973,0,1656,1656,1656,0,1656,0,2,0,4,2,8,0,2,506,0,211,87,564,"SBrkr",11,2008,135000,Nov 2008
"1338","RM","IR1","Bnk","OldTown","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Unf","Fa","N","Fa","Typ","None","None","None","None","None","N","Normal","None",30,4118,4,4,1941,1950,0,693,693,693,0,693,0,1,0,2,1,4,0,0,0,0,20,153,0,"FuseA",3,2006,52500,Mar 2006
"1339","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","BuiltIn","RFn","TA","TA","Y","Normal","2002",60,13450,7,5,2002,2002,700,216,916,920,941,1861,1,2,1,3,1,8,0,2,492,146,91,95,0,"SBrkr",6,2006,200000,Jun 2006
"1340","RL","IR1","Lvl","CollgCr","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","Mn","Rec","Ex","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1972",20,9560,5,7,1972,1972,360,504,864,864,0,864,0,1,0,3,1,5,0,1,288,0,0,120,0,"SBrkr",6,2006,128500,Jun 2006
"1341","RL","Reg","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1974",20,8294,4,5,1971,1971,0,858,858,872,0,872,0,1,0,3,1,5,0,4,480,0,0,70,0,"SBrkr",6,2007,123000,Jun 2007
"1342","RL","Reg","Lvl","SawyerW","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","2004",20,13695,6,5,2003,2004,814,300,1114,1114,0,1114,1,1,0,3,1,6,0,2,576,0,78,66,0,"SBrkr",7,2008,155000,Jul 2008
"1343","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2002",60,9375,8,5,2002,2002,0,1284,1284,1284,885,2169,0,2,1,3,1,7,1,2,647,192,87,82,149,"SBrkr",8,2007,228500,Aug 2007
