"","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","SaleType","SaleCondition","GarageYrBlt","Id","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","LotFrontage","MasVnrType","MasVnrArea","Electrical"
"876","FV","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","None","None","None","New","Partial","2007",876,60,9000,8,5,2007,2007,64,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2,550,208,364,0,0,0,0,0,8,2007,303477,75,"None",0,"SBrkr"
"877","RL","Pave","None","Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","TA","TA","PConc","TA","TA","Gd","ALQ","Unf","GasA","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1963",877,20,25286,4,5,1963,1963,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,1,2007,132250,94,"None",0,"SBrkr"
"878","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2004",878,60,8834,9,5,2004,2005,1170,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,3,738,184,0,0,0,0,0,0,6,2009,350000,74,"Stone",216,"SBrkr"
"879","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasA","TA","Y","Gd","Min2","None","Detchd","Unf","TA","TA","Y","None","MnPrv","Shed","WD","Normal","1987",879,85,11782,5,7,1961,1995,899,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,2,576,192,0,0,0,0,0,400,6,2010,148000,88,"None",0,"SBrkr"
"880","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","GdWo","None","WD","Normal","1978",880,20,7000,5,8,1978,2005,646,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1,336,0,0,0,0,0,0,0,7,2009,136500,37,"BrkFace",90,"SBrkr"
"881","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Ex","Gd","No","ALQ","Unf","GasA","Gd","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2005",881,20,7024,5,5,2005,2006,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2,450,0,49,0,0,0,0,0,6,2007,157000,60,"None",0,"SBrkr"
"882","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","HdBoard","HdBoard","Gd","Gd","CBlock","Gd","TA","Mn","LwQ","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1990",882,50,13758,7,5,1990,1991,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,2,400,168,36,0,0,0,0,0,4,2007,187500,44,"BrkFace",117,"SBrkr"
"883","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","TA","BuiltIn","RFn","TA","TA","Y","None","MnPrv","None","WD","Normal","1993",883,60,9636,6,5,1992,1993,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,2,389,342,40,0,0,0,0,0,12,2009,178000,68,"None",0,"SBrkr"
"884","RL","Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","Gd","TA","PConc","TA","Fa","No","Unf","Unf","GasA","TA","N","TA","Typ","None","Detchd","Unf","TA","Gd","Y","None","None","None","WD","Normal","1997",884,75,6204,4,5,1912,1950,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,0,188,0,0,0,0,0,3,2006,118500,60,"None",0,"SBrkr"
"885","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","GdWo","None","WD","Normal","1967",885,20,7150,5,5,1967,1967,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,7,2009,100000,65,"BrkFace",60,"SBrkr"
"886","FV","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story","Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","CWD","Abnorml","1999",886,120,5119,9,5,1999,2000,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,1,2008,328900,50,"BrkFace",60,"SBrkr"
"887","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","None","None","None","WD","Family","2005",887,90,8393,5,5,1959,2005,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,272,54,0,0,0,0,0,6,2006,145000,70,"BrkFace",122,"SBrkr"
"888","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","Gd","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1955",888,50,16466,5,7,1955,1955,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,0,0,4,2008,135500,59,"None",0,"SBrkr"
"889","RL","Pave","None","IR1","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story","Flat","Tar&Grv","Wd Sdng","Wd Sdng","Gd","Gd","PConc","TA","Gd","Gd","ALQ","Rec","GasA","Ex","Y","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1970",889,20,15865,8,6,1970,1970,351,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,2,621,81,207,0,0,224,0,0,10,2007,268000,95,"None",0,"SBrkr"
"890","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1953",890,20,12160,6,4,1953,1953,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,2,505,0,0,0,162,0,0,0,2,2009,149500,128,"BrkFace",90,"SBrkr"
"891","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","TA","TA","Mn","Unf","Unf","GasA","Ex","Y","TA","Typ","Po","Detchd","Unf","TA","TA","Y","None","MnPrv","Shed","WD","Normal","2003",891,50,8064,5,7,1949,2006,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,0,2000,7,2007,122900,60,"None",0,"SBrkr"
"892","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","LwQ","Rec","GasA","Gd","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1978",892,60,11184,6,5,1978,1978,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,243,0,0,0,0,0,0,7,2009,172500,70,"BrkFace",92,"SBrkr"
"893","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","MnPrv","None","WD","Normal","1963",893,20,8414,6,8,1963,2003,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2,2006,154500,70,"None",0,"SBrkr"
"894","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Plywood","TA","TA","PConc","Gd","TA","Mn","BLQ","Unf","GasA","TA","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","None","GdPrv","None","WD","Normal","1954",894,20,13284,5,5,1954,1954,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1,354,511,116,0,0,0,0,0,6,2008,165000,86,"None",0,"SBrkr"
"895","RL","Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","Slab","None","None","None","None","None","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Alloca","1979",895,90,7018,5,5,1979,1979,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,2009,118858,64,"None",0,"SBrkr"
"896","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1963",896,60,7056,6,5,1963,1963,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,0,50,0,0,0,0,0,10,2008,140000,71,"BrkFace",415,"SBrkr"
"897","RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","TA","TA","No","ALQ","Unf","GasA","Ex","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Abnorml","1936",897,30,8765,4,6,1936,1950,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1,327,0,28,0,0,0,0,0,4,2006,106500,50,"None",0,"SBrkr"
"898","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story","Gable","CompShg","Plywood","Plywood","TA","TA","Slab","None","None","None","None","None","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Alloca","1979",898,90,7018,5,5,1979,1979,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,154,0,0,0,0,0,0,6,2009,142953,64,"None",0,"SBrkr"
"899","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2009",899,20,12919,9,5,2009,2010,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,3,820,0,67,0,0,0,0,0,3,2010,611657,100,"Stone",760,"SBrkr"
"900","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1961",900,20,6993,5,7,1961,1994,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,0,0,6,2006,135000,65,"None",0,"SBrkr"
"901","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1979",901,20,7340,4,6,1971,1971,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,6,2007,110000,78,"None",0,"SBrkr"
"902","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","TA","TA","Mn","BLQ","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1968",902,20,8712,5,7,1957,2000,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,0,0,5,2009,153000,64,"None",0,"SBrkr"
"903","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2003",903,60,7875,7,5,2003,2003,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,7,2006,180000,63,"None",0,"SBrkr"
"904","RL","Pave","None","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","New","Partial","2006",904,20,14859,7,5,2006,2006,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,144,60,0,0,0,0,0,8,2006,240000,50,"BrkFace",27,"SBrkr"
"905","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Wd Sdng","TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1967",905,20,6173,5,6,1967,1967,599,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,0,0,8,2007,125500,57,"BrkFace",75,"SBrkr"
"906","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Rec","LwQ","GasA","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","MnPrv","None","WD","Normal","1954",906,20,9920,5,5,1954,1954,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,0,0,2,2010,128000,80,"Stone",110,"SBrkr"
"907","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2006",907,20,13501,8,5,2006,2006,63,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,0,60,0,0,0,0,0,6,2007,255000,116,"Stone",208,"SBrkr"
"908","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","BrkFace","Gd","TA","CBlock","Gd","TA","No","Rec","Unf","GasA","Gd","Y","Gd","Typ","Gd","Attchd","Fin","Fa","TA","Y","None","None","None","WD","Normal","1936",908,50,11500,7,7,1936,1987,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1,180,0,0,0,0,322,0,0,6,2006,250000,86,"None",0,"SBrkr"
"909","RL","Pave","None","IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","Gd","TA","Av","BLQ","ALQ","GasA","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1983",909,20,8885,5,5,1983,1983,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,2,484,164,0,0,0,0,0,0,6,2006,131000,70,"None",0,"SBrkr"
"910","RL","Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2005",910,60,12589,6,5,2005,2005,0,0,742,742,742,742,0,1484,0,0,2,1,3,1,8,1,2,390,36,24,0,0,0,0,0,6,2009,174000,149,"None",0,"SBrkr"
"911","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1960",911,90,11600,5,5,1960,1960,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,0,0,0,0,0,0,0,1,2010,154300,80,"BrkFace",361,"FuseA"
"912","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","TA","TA","CBlock","Gd","Gd","Av","ALQ","Unf","GasA","TA","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1978",912,20,9286,5,7,1977,1989,196,0,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,0,0,10,2009,143500,30,"None",0,"SBrkr"
"913","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","TA","N","TA","Min1","None","Detchd","Unf","TA","TA","Y","None","MnPrv","Shed","WD","Abnorml","1925",913,30,6120,5,7,1925,1950,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,0,0,112,0,120,0,620,7,2006,88000,51,"None",0,"SBrkr"
"914","RH","Pave","None","Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","BLQ","Unf","GasA","TA","N","TA","Typ","None","2Types","Unf","TA","TA","Y","None","None","None","WD","Normal","1949",914,90,6270,5,6,1949,1950,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,0,0,0,0,0,0,0,8,2007,145000,82,"None",0,"FuseA"
"915","FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Detchd","RFn","TA","TA","Y","None","None","None","New","Partial","2009",915,160,3000,6,5,2009,2009,294,0,318,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,2009,173733,30,"Stone",76,"SBrkr"
"916","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","Gable","CompShg","CemntBd","CmentBd","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Fa","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1970",916,160,2001,4,5,1970,1970,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,0,0,1,2007,75000,21,"BrkFace",80,"SBrkr"
"917","C (all)","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","AsbShng","AsbShng","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","GasA","TA","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Abnorml","1958",917,20,9000,2,3,1949,1950,50,0,430,480,480,0,0,480,1,0,0,0,1,1,4,0,1,308,0,0,0,0,0,0,0,10,2006,35311,50,"None",0,"FuseA"
"918","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1956",918,20,17140,4,6,1956,1956,1059,0,75,1134,1229,0,0,1229,0,0,1,0,3,1,6,0,1,284,0,0,0,0,0,0,0,4,2009,135000,60,"None",0,"FuseA"
"919","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","Ex","TA","Mn","BLQ","GLQ","GasA","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","GdPrv","None","WD","Normal","1991",919,60,13125,7,5,1991,1991,48,634,422,1104,912,1215,0,2127,1,0,2,1,4,1,8,1,3,833,72,192,224,0,0,0,0,11,2007,238000,103,"None",0,"SBrkr"
"920","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","Ex","TA","CBlock","Gd","TA","No","ALQ","BLQ","GasA","Ex","Y","TA","Min1","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1990",920,20,11029,6,8,1958,2002,528,411,245,1184,1414,0,0,1414,1,0,1,0,3,1,6,1,2,601,0,51,0,0,190,0,0,5,2008,176500,87,"None",0,"SBrkr"
"921","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","Gd","Gd","PConc","Gd","Gd","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1994",921,60,8462,6,5,1994,1994,814,0,114,928,936,785,0,1721,0,1,2,1,3,1,7,0,2,471,300,87,0,0,0,0,0,7,2007,201000,70,"BrkFace",105,"SBrkr"
"922","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Gd","Y","TA","Typ","None","None","None","None","None","N","None","GdPrv","None","WD","Normal","None",922,90,8777,5,7,1900,2003,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,9,2008,145900,67,"None",0,"SBrkr"
"923","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2005",923,20,10237,6,5,2005,2006,28,0,1288,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,397,100,0,0,23,0,0,0,10,2006,169990,65,"None",0,"SBrkr"
"924","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","Gable","CompShg","Plywood","Plywood","Gd","TA","PConc","Gd","TA","No","LwQ","GLQ","GasA","Ex","Y","Gd","Typ","Fa","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1993",924,120,8012,6,5,1993,1994,165,841,598,1604,1617,0,0,1617,1,0,2,0,2,1,5,1,2,533,0,69,0,0,0,0,0,7,2008,193000,50,"None",0,"SBrkr"
"925","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","Gd","CBlock","Gd","TA","No","BLQ","LwQ","GasA","TA","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1980",925,20,10240,6,6,1980,1980,625,1061,0,1686,1686,0,0,1686,1,0,2,0,3,1,7,1,2,612,384,131,0,0,0,0,0,5,2006,207500,79,"BrkFace",157,"SBrkr"
"926","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","Av","ALQ","LwQ","GasA","TA","Y","Ex","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Abnorml","1977",926,20,15611,5,6,1977,1977,767,93,266,1126,1126,0,0,1126,0,1,2,0,3,1,6,0,2,540,180,0,0,0,0,0,0,3,2008,175000,121,"None",0,"SBrkr"
"927","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","None","None","None","WD","Normal","2003",927,60,11999,8,5,2003,2004,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,5,2007,285000,93,"BrkFace",340,"SBrkr"
